customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,total_services,contract_risk,payment_risk,avg_monthly_revenue,has_family
2085-BOJKI,0,0,1,0,17,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),96.65,1588.25,0,1-2yr,4,0.5,0.3,88.23611111111111,1
0817-HSUSE,0,0,0,0,1,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,75.5,75.5,0,0-1yr,5,1.0,1.0,37.75,0
5442-PPTJY,0,0,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,258.35,0,0-1yr,1,0.2,0.7,19.873076923076926,1
1927-QEWMY,0,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.5,1502.25,0,4yr+,1,0.2,0.3,20.578767123287673,1
1663-MHLHE,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.2,19.2,0,0-1yr,1,1.0,0.7,9.6,0
5663-QBGIS,0,1,1,0,72,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),98.35,6929.4,0,4yr+,5,0.2,0.3,94.92328767123287,1
4450-MDZFX,0,0,1,1,60,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),74.35,4453.3,0,4yr+,2,1.0,0.3,73.00491803278689,1
6701-DHKWQ,0,0,1,1,61,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),51.35,3244.4,0,4yr+,4,0.2,0.3,52.329032258064515,1
7554-AKDQF,0,0,1,0,6,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.65,323.45,0,0-1yr,1,1.0,0.7,46.207142857142856,1
3536-IQCTX,0,1,1,0,32,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.3,2661.1,1,2-4yr,3,1.0,1.0,80.63939393939394,1
4911-BANWH,0,0,0,1,31,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),86.55,2697.4,1,2-4yr,3,1.0,0.3,84.29375,1
8496-EJAUI,0,0,0,0,19,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),73.85,1424.5,1,1-2yr,2,1.0,0.3,71.225,0
0794-YVSGE,0,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.3,1401.15,0,4yr+,1,0.2,0.3,19.193835616438356,1
5423-BHIXO,0,0,0,0,32,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,54.2,1739.6,0,2-4yr,3,1.0,1.0,52.71515151515151,0
6908-VVYHM,0,0,1,0,65,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,90.65,5931.0,0,4yr+,4,1.0,1.0,89.86363636363636,1
2959-EEXWB,0,0,1,1,45,0,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),50.9,2333.85,0,2-4yr,3,1.0,0.3,50.73586956521739,1
1839-UMACK,0,0,0,0,42,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,25.05,949.85,0,2-4yr,2,0.5,1.0,22.08953488372093,0
3030-YDNRM,0,0,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.85,572.45,0,0-1yr,2,1.0,1.0,63.60555555555556,0
7321-KKSDU,0,0,0,1,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.5,696.8,0,2-4yr,1,0.2,0.7,21.115151515151513,1
3402-XRIUO,0,1,1,0,22,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,63.55,1381.8,0,1-2yr,5,1.0,0.7,60.07826086956521,1
3132-TVFDZ,0,1,1,0,57,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.85,2572.95,1,4yr+,2,1.0,1.0,44.36120689655172,1
8286-AFUYI,0,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,47.95,47.95,0,0-1yr,2,1.0,1.0,23.975,0
8080-DDEMJ,0,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.1,45.1,1,0-1yr,1,1.0,1.0,22.55,0
8356-WUAOJ,0,0,1,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.0,45.0,0,0-1yr,1,1.0,1.0,22.5,1
6365-MTGZX,0,0,0,0,24,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,96.0,2122.45,1,1-2yr,4,1.0,1.0,84.898,0
1349-WXNGG,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.05,20.05,1,0-1yr,1,1.0,0.3,10.025,0
8058-DMYRU,0,1,0,0,54,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,90.05,4931.8,0,4yr+,4,1.0,1.0,89.66909090909091,0
9350-ZXYJC,0,0,0,0,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,116.95,0,0-1yr,2,0.2,0.3,23.39,0
6990-YNRIO,0,0,1,1,65,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),108.65,6937.95,1,4yr+,7,0.2,0.3,105.12045454545455,1
8958-JPTRR,0,0,1,0,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,24.3,1261.7,0,4yr+,2,0.5,1.0,22.135087719298248,1
6959-GQEGV,0,0,0,0,45,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,75.95,3273.8,0,2-4yr,5,1.0,1.0,71.16956521739131,0
3173-WSSUE,0,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1415.85,0,4yr+,1,0.2,0.3,19.664583333333333,1
1265-HVPZB,0,0,1,0,59,1,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),66.4,3958.2,0,4yr+,5,0.5,0.3,65.97,1
4115-UMJFQ,0,0,0,0,69,0,No phone service,DSL,No,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),35.75,2492.25,0,4yr+,2,0.5,0.3,35.60357142857143,0
7369-TRPFD,0,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,18.8,279.2,0,1-2yr,1,0.5,0.7,13.959999999999999,0
1098-KFQEC,0,0,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.4,1083.0,0,4yr+,1,0.2,0.3,19.339285714285715,1
7190-XHTWJ,0,0,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.3,755.5,0,2-4yr,1,0.5,0.7,19.371794871794872,0
0621-TWIEM,0,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.55,402.6,1,0-1yr,1,1.0,1.0,36.6,0
3537-RYBHH,0,1,1,0,47,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),67.45,3252.0,0,2-4yr,5,1.0,0.3,67.75,1
2485-ITVKB,0,0,1,0,2,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.1,68.75,1,0-1yr,1,1.0,1.0,22.916666666666668,1
3669-OYSJI,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),46.2,46.2,1,0-1yr,1,1.0,0.3,23.1,0
1612-EOHDH,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.15,45.15,1,0-1yr,1,1.0,1.0,22.575,0
6702-OHFWR,0,1,0,0,1,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,43.3,43.3,1,0-1yr,3,1.0,1.0,21.65,0
5296-BFCYD,0,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.1,936.85,0,2-4yr,1,0.2,0.7,19.932978723404254,1
4510-PYUSH,0,1,0,0,38,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),57.15,2250.65,1,2-4yr,3,1.0,0.3,57.70897435897436,0
9359-JANWS,0,0,1,0,65,1,No,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),58.9,3857.1,0,4yr+,4,0.2,0.3,58.44090909090909,1
7517-SAWMO,0,0,1,0,19,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,73.2,1441.1,1,1-2yr,2,1.0,1.0,72.05499999999999,1
4143-HHPMK,0,0,0,0,52,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,85.35,4338.6,1,4yr+,3,1.0,1.0,81.86037735849057,0
3279-DYZQM,0,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.45,1378.45,0,4yr+,1,0.2,0.7,19.14513888888889,1
7054-LGEQW,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.95,45.95,1,0-1yr,1,1.0,0.7,22.975,0
0523-VNGTF,0,1,0,0,52,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,50.5,2566.3,0,4yr+,4,1.0,1.0,48.420754716981136,0
9575-IWCAZ,0,0,1,0,6,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,25.1,171.0,0,0-1yr,2,0.5,0.7,24.428571428571427,1
7105-MXJLL,0,1,1,0,26,1,No,DSL,No,No,Yes,No,No,Yes,One year,0,Mailed check,60.7,1597.4,0,2-4yr,3,0.5,0.7,59.162962962962965,1
7064-FRRSW,0,1,0,0,48,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,99.0,4744.35,0,2-4yr,5,0.5,1.0,96.82346938775511,0
7940-UQQUG,0,0,1,1,64,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.4,6721.6,0,4yr+,6,0.5,0.3,103.40923076923077,1
0923-PNFUB,0,0,0,0,3,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,83.75,247.25,1,0-1yr,3,1.0,1.0,61.8125,0
3961-SXAXY,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.05,44.05,0,0-1yr,1,1.0,0.3,22.025,0
7010-BRBUU,0,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.1,1734.65,0,4yr+,2,0.2,0.3,23.76232876712329,1
3566-HJGPK,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.55,45.55,0,0-1yr,1,1.0,0.7,22.775,0
3062-ICYZQ,0,0,1,1,51,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,93.8,4539.35,0,4yr+,5,1.0,1.0,87.29519230769232,1
9938-PRCVK,0,0,1,1,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.7,804.25,0,2-4yr,1,0.2,0.3,19.148809523809526,1
0973-KYVNF,0,0,1,1,72,1,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),70.65,5011.15,0,4yr+,5,0.2,0.3,68.6458904109589,1
5129-HHMZC,0,0,1,0,43,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.45,3574.5,0,2-4yr,7,0.2,0.3,81.23863636363636,1
9637-CDTKZ,0,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.1,8086.4,0,4yr+,8,0.2,0.3,110.77260273972603,1
3946-JEWRQ,0,0,1,0,47,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),95.2,4563.0,0,2-4yr,4,0.5,0.3,95.0625,1
7873-CVMAW,0,0,0,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.55,6362.35,0,4yr+,8,0.2,0.3,87.1554794520548,0
0463-WZZKO,0,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.75,67.1,0,0-1yr,1,1.0,0.3,16.775,0
3494-JCHRQ,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.05,70.05,1,0-1yr,1,1.0,1.0,35.025,0
6474-FVJLC,0,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,86.0,165.45,1,0-1yr,3,1.0,1.0,55.15,0
4524-QCSSM,0,0,0,0,26,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),44.65,1156.55,0,2-4yr,3,1.0,0.3,42.83518518518518,0
5832-EXGTT,0,0,1,1,29,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,60.2,1834.15,0,2-4yr,3,1.0,0.7,61.138333333333335,1
8840-DQLGN,0,1,1,0,35,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),100.5,3653.35,1,2-4yr,6,1.0,0.3,101.48194444444444,1
2039-JONDJ,0,0,0,0,27,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Bank transfer (automatic),55.45,1477.65,0,2-4yr,3,0.5,0.3,52.77321428571429,0
7217-JYHOQ,0,0,1,1,24,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),70.3,1706.45,0,1-2yr,5,1.0,0.3,68.258,1
6695-FRVEC,0,0,1,1,67,1,No,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),60.4,3953.7,0,4yr+,4,0.2,0.3,58.14264705882353,1
4547-LYTDD,0,0,0,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,72.65,1194.3,1,1-2yr,2,1.0,1.0,70.25294117647059,0
9894-QMIMJ,0,0,0,0,23,1,No,DSL,No,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),55.8,1327.85,0,1-2yr,3,0.5,0.3,55.32708333333333,0
8069-YQQAJ,0,0,0,0,14,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,31.1,419.7,0,1-2yr,1,1.0,0.7,27.98,0
6770-XUAGN,0,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,21.0,21.0,1,0-1yr,1,1.0,1.0,10.5,1
4193-ORFCL,0,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.1,45.1,1,0-1yr,1,1.0,0.7,22.55,0
1636-NTNCO,0,1,0,0,4,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),50.95,207.35,0,0-1yr,3,1.0,0.3,41.47,0
3466-WAESX,0,0,0,1,16,1,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,69.1,1083.7,0,1-2yr,5,1.0,1.0,63.747058823529414,1
9281-PKKZE,0,0,1,0,46,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,43.95,2007.85,0,2-4yr,2,1.0,1.0,42.72021276595744,1
3638-VBZTA,0,0,0,1,68,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.5,5882.75,0,4yr+,7,0.2,0.3,85.2572463768116,1
7459-IMVYU,0,0,0,0,38,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic check,69.95,2657.55,0,2-4yr,6,1.0,1.0,68.1423076923077,0
7776-QWNFX,0,1,1,0,30,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),50.4,1527.5,1,2-4yr,2,1.0,0.3,49.274193548387096,1
6689-TCZHQ,0,1,0,0,5,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,78.95,378.4,1,0-1yr,2,1.0,1.0,63.06666666666666,0
8563-OYMQY,0,0,0,0,17,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),90.95,1612.2,0,1-2yr,4,1.0,0.3,89.56666666666666,0
0754-EEBDC,0,0,1,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.9,76.65,0,0-1yr,1,0.2,0.7,15.330000000000002,1
5777-ZPQNC,0,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,20.15,260.7,0,0-1yr,1,0.5,1.0,20.053846153846152,0
1951-IEYXM,0,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.6,6441.85,0,4yr+,8,0.2,0.3,88.24452054794521,1
3318-NMQXL,0,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.0,266.8,0,0-1yr,3,1.0,1.0,66.7,0
3143-ILDAL,0,0,0,0,56,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,94.45,5124.6,1,4yr+,5,1.0,1.0,89.90526315789474,0
1022-RKXDR,0,0,0,0,41,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,24.85,962.25,0,2-4yr,2,0.5,0.7,22.910714285714285,0
2361-FJWNO,0,0,0,0,40,0,No phone service,DSL,No,Yes,No,Yes,No,No,One year,0,Credit card (automatic),36.0,1382.9,0,2-4yr,2,0.5,0.3,33.72926829268293,0
2272-UOINI,0,0,0,0,7,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,78.5,571.05,0,0-1yr,6,1.0,1.0,71.38125,0
8232-UTFOZ,0,0,0,0,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.95,1399.35,0,4yr+,1,0.2,0.3,19.990714285714283,0
3750-YHRYO,0,0,1,1,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,150.0,0,0-1yr,1,0.5,0.7,18.75,1
6637-KYRCV,0,0,1,1,5,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,30.5,167.2,0,0-1yr,1,1.0,1.0,27.866666666666664,1
5668-MEISB,0,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),106.1,7657.4,0,4yr+,7,0.2,0.3,104.8958904109589,1
0129-QMPDR,0,0,1,1,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.5,865.05,0,2-4yr,1,0.5,0.3,19.223333333333333,1
7188-CBBBA,0,0,0,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,95.5,6153.85,0,4yr+,5,0.5,1.0,93.24015151515152,0
5356-CSVSQ,0,0,0,0,3,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,64.6,174.2,0,0-1yr,4,1.0,1.0,43.55,0
3221-CJMSG,0,0,0,0,24,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),51.1,1269.6,0,1-2yr,2,1.0,0.3,50.784,0
4720-VSTSI,0,0,0,0,44,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),84.8,3862.55,1,2-4yr,4,1.0,0.3,85.83444444444444,0
3219-JQRSL,0,1,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),89.1,6352.4,0,4yr+,8,0.2,0.3,87.01917808219177,1
2801-NISEI,0,0,0,0,24,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,54.95,1348.5,0,1-2yr,3,1.0,1.0,53.94,0
3946-MHCZW,0,0,0,0,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,50.9,50.9,1,0-1yr,2,1.0,0.7,25.45,0
4623-ZKHLY,0,0,1,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.45,471.55,0,1-2yr,1,1.0,0.3,20.502173913043478,1
6732-VAILE,0,0,1,1,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.95,5931.75,0,4yr+,7,0.2,0.3,83.54577464788733,1
8201-AAXCB,0,0,1,1,25,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,60.35,1404.65,0,2-4yr,3,1.0,1.0,54.025000000000006,1
7696-CFTAT,0,0,1,1,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.8,726.1,0,2-4yr,1,0.2,0.3,19.107894736842105,1
1845-CSBRZ,0,1,1,1,22,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),85.35,1961.6,0,1-2yr,3,1.0,0.3,85.28695652173913,1
2123-VSCOT,0,0,1,1,59,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),72.1,4194.85,0,4yr+,5,0.2,0.3,69.91416666666667,1
6651-AZVTJ,0,0,1,1,49,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.8,4872.45,1,4yr+,5,1.0,1.0,97.449,1
4566-GOLUK,0,0,1,1,47,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),107.35,5118.95,1,2-4yr,6,1.0,0.3,106.64479166666666,1
2484-DGXPZ,0,0,1,1,31,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.55,658.95,1,2-4yr,1,1.0,0.7,20.5921875,1
2018-QKYGT,0,0,1,1,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.05,81.05,0,0-1yr,2,1.0,1.0,40.525,1
2792-VPPET,0,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.5,76.95,0,0-1yr,1,1.0,1.0,19.2375,0
7409-JURKQ,0,0,1,0,53,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),111.8,5809.75,0,4yr+,7,0.5,0.3,107.58796296296296,1
3247-MHJKM,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,20.2,0,0-1yr,1,1.0,0.7,10.1,0
1964-SVLEA,0,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.7,415.9,0,1-2yr,1,0.5,0.7,19.804761904761904,0
4587-NUKOX,0,0,0,0,3,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.1,246.5,1,0-1yr,3,1.0,1.0,61.625,0
7297-DVYGA,0,0,0,0,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,996.95,0,4yr+,1,0.5,0.3,19.172115384615385,0
2239-CGBUZ,0,0,1,0,51,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),60.5,3145.15,0,4yr+,4,0.5,0.3,60.48365384615385,1
0854-UYHZD,0,0,1,1,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,265.3,0,1-2yr,1,0.2,0.7,18.95,1
7243-LCGGZ,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,20.9,0,0-1yr,1,1.0,0.7,10.45,0
8267-KFGYD,0,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,21.05,21.05,0,0-1yr,1,1.0,0.7,10.525,1
4890-VMUAV,0,0,0,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Electronic check,71.5,4576.3,0,4yr+,6,0.5,1.0,71.5046875,0
9261-WDCAF,0,0,0,0,3,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,54.65,189.1,0,0-1yr,2,1.0,0.7,47.275,0
3764-MNMOI,0,0,0,0,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.2,908.15,0,2-4yr,1,0.2,0.3,19.322340425531916,0
7442-YGZFK,0,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),49.8,49.8,0,0-1yr,2,1.0,0.3,24.9,0
0420-BWTPW,0,0,0,1,8,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.5,215.2,1,0-1yr,0,1.0,0.7,23.91111111111111,1
8229-BUJHX,0,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1500.95,0,4yr+,1,0.2,0.3,20.84652777777778,1
7449-HVPIV,0,0,1,1,55,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),90.4,5099.15,0,4yr+,4,1.0,0.3,91.05624999999999,1
5504-WSIUR,0,0,0,0,70,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),90.25,6385.95,0,4yr+,5,0.5,0.3,89.94295774647887,0
8183-ONMXC,0,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.75,159.45,1,0-1yr,2,1.0,1.0,53.15,0
8466-PZBLH,0,0,1,1,67,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),104.6,6885.75,0,4yr+,6,0.2,0.3,101.26102941176471,1
9614-RMGHA,0,0,1,0,65,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),91.85,5940.85,1,4yr+,4,1.0,0.3,90.01287878787879,1
